song_id,track_id,genre,file_name,relative_path,archive_path
256,TRRBJGH128F92D2DB3,Folk,TRRBJGH128F92D2DB3__21c00252d504728be6276903e703ae0c.mid,data/raw/lakh/selected_midi/Folk/TRRBJGH128F92D2DB3__21c00252d504728be6276903e703ae0c.mid,lmd_matched/R/B/J/TRRBJGH128F92D2DB3/21c00252d504728be6276903e703ae0c.mid
257,TRRFUNE12903D03EC3,Folk,TRRFUNE12903D03EC3__ec9b52c9d50881967ae2b99ce88f7acb.mid,data/raw/lakh/selected_midi/Folk/TRRFUNE12903D03EC3__ec9b52c9d50881967ae2b99ce88f7acb.mid,lmd_matched/R/F/U/TRRFUNE12903D03EC3/ec9b52c9d50881967ae2b99ce88f7acb.mid
258,TRRGMDW128F92E7218,Folk,TRRGMDW128F92E7218__f7068b2db716800d44dc6ab740367944.mid,data/raw/lakh/selected_midi/Folk/TRRGMDW128F92E7218__f7068b2db716800d44dc6ab740367944.mid,lmd_matched/R/G/M/TRRGMDW128F92E7218/f7068b2db716800d44dc6ab740367944.mid
259,TRRHZMM128F4223626,Folk,TRRHZMM128F4223626__29968044890503ee8ef83a71d2ab32e8.mid,data/raw/lakh/selected_midi/Folk/TRRHZMM128F4223626__29968044890503ee8ef83a71d2ab32e8.mid,lmd_matched/R/H/Z/TRRHZMM128F4223626/29968044890503ee8ef83a71d2ab32e8.mid
260,TRRMMOX128F93123D0,Folk,TRRMMOX128F93123D0__9c9a2e23d4a2a531aa193af91929e2bf.mid,data/raw/lakh/selected_midi/Folk/TRRMMOX128F93123D0__9c9a2e23d4a2a531aa193af91929e2bf.mid,lmd_matched/R/M/M/TRRMMOX128F93123D0/9c9a2e23d4a2a531aa193af91929e2bf.mid
261,TRRQCPA128F425EB2E,Folk,TRRQCPA128F425EB2E__8965526fbb20f828414835f2961cb3e6.mid,data/raw/lakh/selected_midi/Folk/TRRQCPA128F425EB2E__8965526fbb20f828414835f2961cb3e6.mid,lmd_matched/R/Q/C/TRRQCPA128F425EB2E/8965526fbb20f828414835f2961cb3e6.mid
262,TRRQWJK128F4270817,Folk,TRRQWJK128F4270817__58ae45930f115aca90d4b5c54fd54602.mid,data/raw/lakh/selected_midi/Folk/TRRQWJK128F4270817__58ae45930f115aca90d4b5c54fd54602.mid,lmd_matched/R/Q/W/TRRQWJK128F4270817/58ae45930f115aca90d4b5c54fd54602.mid
263,TRSFXXB128F9334F82,Folk,TRSFXXB128F9334F82__d1e30cdd8e4cc363a85ecaa5320e85a8.mid,data/raw/lakh/selected_midi/Folk/TRSFXXB128F9334F82__d1e30cdd8e4cc363a85ecaa5320e85a8.mid,lmd_matched/S/F/X/TRSFXXB128F9334F82/d1e30cdd8e4cc363a85ecaa5320e85a8.mid
264,TRSJWHS128F9341774,Folk,TRSJWHS128F9341774__543b17421037f7a7ede6274a0ef8c8e2.mid,data/raw/lakh/selected_midi/Folk/TRSJWHS128F9341774__543b17421037f7a7ede6274a0ef8c8e2.mid,lmd_matched/S/J/W/TRSJWHS128F9341774/543b17421037f7a7ede6274a0ef8c8e2.mid
265,TRTAHPJ128E07848BA,Folk,TRTAHPJ128E07848BA__b39d8d63e5b75608da968056f19e3b17.mid,data/raw/lakh/selected_midi/Folk/TRTAHPJ128E07848BA__b39d8d63e5b75608da968056f19e3b17.mid,lmd_matched/T/A/H/TRTAHPJ128E07848BA/b39d8d63e5b75608da968056f19e3b17.mid
266,TRTHLRS128F4257146,Folk,TRTHLRS128F4257146__76d5d7fce1f8d0d77fef5793754fb067.mid,data/raw/lakh/selected_midi/Folk/TRTHLRS128F4257146__76d5d7fce1f8d0d77fef5793754fb067.mid,lmd_matched/T/H/L/TRTHLRS128F4257146/76d5d7fce1f8d0d77fef5793754fb067.mid
267,TRTIVLO128E0796691,Folk,TRTIVLO128E0796691__e436e0fe93420982e0f108b4b0111997.mid,data/raw/lakh/selected_midi/Folk/TRTIVLO128E0796691__e436e0fe93420982e0f108b4b0111997.mid,lmd_matched/T/I/V/TRTIVLO128E0796691/e436e0fe93420982e0f108b4b0111997.mid
268,TRTRIFU128F42400D8,Folk,TRTRIFU128F42400D8__95dbcd26826d382d484965898b2d0ef7.mid,data/raw/lakh/selected_midi/Folk/TRTRIFU128F42400D8__95dbcd26826d382d484965898b2d0ef7.mid,lmd_matched/T/R/I/TRTRIFU128F42400D8/95dbcd26826d382d484965898b2d0ef7.mid
269,TRUFVUQ12903CD75C4,Folk,TRUFVUQ12903CD75C4__e575dcfda40dd1d64d7c54fcb5ac6729.mid,data/raw/lakh/selected_midi/Folk/TRUFVUQ12903CD75C4__e575dcfda40dd1d64d7c54fcb5ac6729.mid,lmd_matched/U/F/V/TRUFVUQ12903CD75C4/e575dcfda40dd1d64d7c54fcb5ac6729.mid
270,TRWMLQV12903CEA4FD,Folk,TRWMLQV12903CEA4FD__fbb9bef5030d1934b7b6d7f58085def2.mid,data/raw/lakh/selected_midi/Folk/TRWMLQV12903CEA4FD__fbb9bef5030d1934b7b6d7f58085def2.mid,lmd_matched/W/M/L/TRWMLQV12903CEA4FD/fbb9bef5030d1934b7b6d7f58085def2.mid
271,TRXBMEY128E07853DD,Folk,TRXBMEY128E07853DD__8bedd56a14cd744542b654ac51935e59.mid,data/raw/lakh/selected_midi/Folk/TRXBMEY128E07853DD__8bedd56a14cd744542b654ac51935e59.mid,lmd_matched/X/B/M/TRXBMEY128E07853DD/8bedd56a14cd744542b654ac51935e59.mid
272,TRYHPRR128F427DB50,Folk,TRYHPRR128F427DB50__03d672d0f28821be8224d9cb2ae79d4d.mid,data/raw/lakh/selected_midi/Folk/TRYHPRR128F427DB50__03d672d0f28821be8224d9cb2ae79d4d.mid,lmd_matched/Y/H/P/TRYHPRR128F427DB50/03d672d0f28821be8224d9cb2ae79d4d.mid
273,TRYLWVA128F42741A2,Folk,TRYLWVA128F42741A2__24d9de8b2e4a84a86bb40c2a95813238.mid,data/raw/lakh/selected_midi/Folk/TRYLWVA128F42741A2__24d9de8b2e4a84a86bb40c2a95813238.mid,lmd_matched/Y/L/W/TRYLWVA128F42741A2/24d9de8b2e4a84a86bb40c2a95813238.mid
274,TRYRSQZ128F9307EB4,Folk,TRYRSQZ128F9307EB4__60dfb2896f1f0ed0c574f6b6cc2dc833.mid,data/raw/lakh/selected_midi/Folk/TRYRSQZ128F9307EB4__60dfb2896f1f0ed0c574f6b6cc2dc833.mid,lmd_matched/Y/R/S/TRYRSQZ128F9307EB4/60dfb2896f1f0ed0c574f6b6cc2dc833.mid
275,TRYTOLM128F145B14D,Folk,TRYTOLM128F145B14D__b7587161c787e4460310502c64e86835.mid,data/raw/lakh/selected_midi/Folk/TRYTOLM128F145B14D__b7587161c787e4460310502c64e86835.mid,lmd_matched/Y/T/O/TRYTOLM128F145B14D/b7587161c787e4460310502c64e86835.mid
276,TRYWJBC128F92FA09B,Folk,TRYWJBC128F92FA09B__d665b72ccfc90d4a93ebdedd47b1f475.mid,data/raw/lakh/selected_midi/Folk/TRYWJBC128F92FA09B__d665b72ccfc90d4a93ebdedd47b1f475.mid,lmd_matched/Y/W/J/TRYWJBC128F92FA09B/d665b72ccfc90d4a93ebdedd47b1f475.mid
277,TRYXFIQ128F92F961F,Folk,TRYXFIQ128F92F961F__b47bbaa88dbabd7ca4fee1ba97d79bfd.mid,data/raw/lakh/selected_midi/Folk/TRYXFIQ128F92F961F__b47bbaa88dbabd7ca4fee1ba97d79bfd.mid,lmd_matched/Y/X/F/TRYXFIQ128F92F961F/b47bbaa88dbabd7ca4fee1ba97d79bfd.mid
278,TRZFQTX128F426EB76,Folk,TRZFQTX128F426EB76__73175435dcd440af8ad51852a3fbc09a.mid,data/raw/lakh/selected_midi/Folk/TRZFQTX128F426EB76__73175435dcd440af8ad51852a3fbc09a.mid,lmd_matched/Z/F/Q/TRZFQTX128F426EB76/73175435dcd440af8ad51852a3fbc09a.mid
279,TRZSXFA128F4295CD5,Folk,TRZSXFA128F4295CD5__ce6c5c68f43c143f5ac0f8d8278279c2.mid,data/raw/lakh/selected_midi/Folk/TRZSXFA128F4295CD5__ce6c5c68f43c143f5ac0f8d8278279c2.mid,lmd_matched/Z/S/X/TRZSXFA128F4295CD5/ce6c5c68f43c143f5ac0f8d8278279c2.mid
280,TRZYWUF128F92F0537,Folk,TRZYWUF128F92F0537__df8b28e515e74a828dc0a2437aa5de08.mid,data/raw/lakh/selected_midi/Folk/TRZYWUF128F92F0537__df8b28e515e74a828dc0a2437aa5de08.mid,lmd_matched/Z/Y/W/TRZYWUF128F92F0537/df8b28e515e74a828dc0a2437aa5de08.mid
281,TRAJMBU128F149332A,Jazz,TRAJMBU128F149332A__6ecabea0d02d70def2b17a351c19e486.mid,data/raw/lakh/selected_midi/Jazz/TRAJMBU128F149332A__6ecabea0d02d70def2b17a351c19e486.mid,lmd_matched/A/J/M/TRAJMBU128F149332A/6ecabea0d02d70def2b17a351c19e486.mid
282,TRAJQXU12903CBA457,Jazz,TRAJQXU12903CBA457__01e9959ca9cca68ad4d7b180700f920f.mid,data/raw/lakh/selected_midi/Jazz/TRAJQXU12903CBA457__01e9959ca9cca68ad4d7b180700f920f.mid,lmd_matched/A/J/Q/TRAJQXU12903CBA457/01e9959ca9cca68ad4d7b180700f920f.mid
283,TRAWEKG128F42B6303,Jazz,TRAWEKG128F42B6303__2b704ff69e022b6239b702da3851754d.mid,data/raw/lakh/selected_midi/Jazz/TRAWEKG128F42B6303__2b704ff69e022b6239b702da3851754d.mid,lmd_matched/A/W/E/TRAWEKG128F42B6303/2b704ff69e022b6239b702da3851754d.mid
284,TRBSSGD128F92DF263,Jazz,TRBSSGD128F92DF263__6346b2989703fc99fbb2e0e652842f2b.mid,data/raw/lakh/selected_midi/Jazz/TRBSSGD128F92DF263__6346b2989703fc99fbb2e0e652842f2b.mid,lmd_matched/B/S/S/TRBSSGD128F92DF263/6346b2989703fc99fbb2e0e652842f2b.mid
285,TRBUWXV128F9342C6E,Jazz,TRBUWXV128F9342C6E__ca29f7bc308019243fece165273e4ca4.mid,data/raw/lakh/selected_midi/Jazz/TRBUWXV128F9342C6E__ca29f7bc308019243fece165273e4ca4.mid,lmd_matched/B/U/W/TRBUWXV128F9342C6E/ca29f7bc308019243fece165273e4ca4.mid
286,TRCBFKV12903CDA884,Jazz,TRCBFKV12903CDA884__b95bbf4fbba7e3176f0c500356f5b31f.mid,data/raw/lakh/selected_midi/Jazz/TRCBFKV12903CDA884__b95bbf4fbba7e3176f0c500356f5b31f.mid,lmd_matched/C/B/F/TRCBFKV12903CDA884/b95bbf4fbba7e3176f0c500356f5b31f.mid
287,TRCECVD128F9313C63,Jazz,TRCECVD128F9313C63__c56daf30f553e9e93a9017303807dac9.mid,data/raw/lakh/selected_midi/Jazz/TRCECVD128F9313C63__c56daf30f553e9e93a9017303807dac9.mid,lmd_matched/C/E/C/TRCECVD128F9313C63/c56daf30f553e9e93a9017303807dac9.mid
288,TRCFBOR128F4263554,Jazz,TRCFBOR128F4263554__8e4fcc0a2ca196738927f857d5acd8a6.mid,data/raw/lakh/selected_midi/Jazz/TRCFBOR128F4263554__8e4fcc0a2ca196738927f857d5acd8a6.mid,lmd_matched/C/F/B/TRCFBOR128F4263554/8e4fcc0a2ca196738927f857d5acd8a6.mid
289,TRCNBFA128F9333E3A,Jazz,TRCNBFA128F9333E3A__8198bcd8a67fd078df2278435921daee.mid,data/raw/lakh/selected_midi/Jazz/TRCNBFA128F9333E3A__8198bcd8a67fd078df2278435921daee.mid,lmd_matched/C/N/B/TRCNBFA128F9333E3A/8198bcd8a67fd078df2278435921daee.mid
290,TRDKQUA128F92C45DD,Jazz,TRDKQUA128F92C45DD__58a07ae7891f16e77dd5cd6d1179af53.mid,data/raw/lakh/selected_midi/Jazz/TRDKQUA128F92C45DD__58a07ae7891f16e77dd5cd6d1179af53.mid,lmd_matched/D/K/Q/TRDKQUA128F92C45DD/58a07ae7891f16e77dd5cd6d1179af53.mid
291,TREAXMU128F92D1B87,Jazz,TREAXMU128F92D1B87__3c5f5dcfc2a3f11048839ef1732fc0c9.mid,data/raw/lakh/selected_midi/Jazz/TREAXMU128F92D1B87__3c5f5dcfc2a3f11048839ef1732fc0c9.mid,lmd_matched/E/A/X/TREAXMU128F92D1B87/3c5f5dcfc2a3f11048839ef1732fc0c9.mid
292,TREGLVX12903CAC7BE,Jazz,TREGLVX12903CAC7BE__0274a48bbb23939c8b2eb9d1279264b6.mid,data/raw/lakh/selected_midi/Jazz/TREGLVX12903CAC7BE__0274a48bbb23939c8b2eb9d1279264b6.mid,lmd_matched/E/G/L/TREGLVX12903CAC7BE/0274a48bbb23939c8b2eb9d1279264b6.mid
293,TRFAARL128F930C969,Jazz,TRFAARL128F930C969__ed7c44cf221e00b7efbc416e48d19ff4.mid,data/raw/lakh/selected_midi/Jazz/TRFAARL128F930C969__ed7c44cf221e00b7efbc416e48d19ff4.mid,lmd_matched/F/A/A/TRFAARL128F930C969/ed7c44cf221e00b7efbc416e48d19ff4.mid
294,TRFCOFI12903CB4D77,Jazz,TRFCOFI12903CB4D77__8d92db3274c4ada907a0fbc2fa9cabba.mid,data/raw/lakh/selected_midi/Jazz/TRFCOFI12903CB4D77__8d92db3274c4ada907a0fbc2fa9cabba.mid,lmd_matched/F/C/O/TRFCOFI12903CB4D77/8d92db3274c4ada907a0fbc2fa9cabba.mid
295,TRFIRAA12903D136A6,Jazz,TRFIRAA12903D136A6__ce740de364fea3c9ff21deb00a06a446.mid,data/raw/lakh/selected_midi/Jazz/TRFIRAA12903D136A6__ce740de364fea3c9ff21deb00a06a446.mid,lmd_matched/F/I/R/TRFIRAA12903D136A6/ce740de364fea3c9ff21deb00a06a446.mid
296,TRFVOYK128F428BB77,Jazz,TRFVOYK128F428BB77__51063b7b0bbb7747d147fa14cc255dc2.mid,data/raw/lakh/selected_midi/Jazz/TRFVOYK128F428BB77__51063b7b0bbb7747d147fa14cc255dc2.mid,lmd_matched/F/V/O/TRFVOYK128F428BB77/51063b7b0bbb7747d147fa14cc255dc2.mid
297,TRGMGHK128F93378A7,Jazz,TRGMGHK128F93378A7__7e2fd4a7e2dc5acbd5a851236adf76af.mid,data/raw/lakh/selected_midi/Jazz/TRGMGHK128F93378A7__7e2fd4a7e2dc5acbd5a851236adf76af.mid,lmd_matched/G/M/G/TRGMGHK128F93378A7/7e2fd4a7e2dc5acbd5a851236adf76af.mid
298,TRGVKMM128F428CEBC,Jazz,TRGVKMM128F428CEBC__b8e1090e1091d1ebbe62332eddbb432d.mid,data/raw/lakh/selected_midi/Jazz/TRGVKMM128F428CEBC__b8e1090e1091d1ebbe62332eddbb432d.mid,lmd_matched/G/V/K/TRGVKMM128F428CEBC/b8e1090e1091d1ebbe62332eddbb432d.mid
299,TRHAPTN128F1495C6D,Jazz,TRHAPTN128F1495C6D__f96425020b1fa3023815c1d9381836ed.mid,data/raw/lakh/selected_midi/Jazz/TRHAPTN128F1495C6D__f96425020b1fa3023815c1d9381836ed.mid,lmd_matched/H/A/P/TRHAPTN128F1495C6D/f96425020b1fa3023815c1d9381836ed.mid
300,TRHENXN128F425D581,Jazz,TRHENXN128F425D581__7d8204e92ce1e4374c42d1658f6a6baf.mid,data/raw/lakh/selected_midi/Jazz/TRHENXN128F425D581__7d8204e92ce1e4374c42d1658f6a6baf.mid,lmd_matched/H/E/N/TRHENXN128F425D581/7d8204e92ce1e4374c42d1658f6a6baf.mid
301,TRHNOUJ128F4294946,Jazz,TRHNOUJ128F4294946__2e0d37a69ed05c2fe14d1be3eaae49a8.mid,data/raw/lakh/selected_midi/Jazz/TRHNOUJ128F4294946__2e0d37a69ed05c2fe14d1be3eaae49a8.mid,lmd_matched/H/N/O/TRHNOUJ128F4294946/2e0d37a69ed05c2fe14d1be3eaae49a8.mid
302,TRHPTUB128F4289B09,Jazz,TRHPTUB128F4289B09__108992cfefb20a5cf6808a6f2178ce25.mid,data/raw/lakh/selected_midi/Jazz/TRHPTUB128F4289B09__108992cfefb20a5cf6808a6f2178ce25.mid,lmd_matched/H/P/T/TRHPTUB128F4289B09/108992cfefb20a5cf6808a6f2178ce25.mid
303,TRHRCON128F92EEA99,Jazz,TRHRCON128F92EEA99__944c8a21ec5a58d4ea309b6400878e27.mid,data/raw/lakh/selected_midi/Jazz/TRHRCON128F92EEA99__944c8a21ec5a58d4ea309b6400878e27.mid,lmd_matched/H/R/C/TRHRCON128F92EEA99/944c8a21ec5a58d4ea309b6400878e27.mid
304,TRHXFGS128F423682E,Jazz,TRHXFGS128F423682E__f4534723697342641d99d934c6b6f406.mid,data/raw/lakh/selected_midi/Jazz/TRHXFGS128F423682E__f4534723697342641d99d934c6b6f406.mid,lmd_matched/H/X/F/TRHXFGS128F423682E/f4534723697342641d99d934c6b6f406.mid
305,TRHYGVQ12903D046A9,Jazz,TRHYGVQ12903D046A9__e577c7a03c762f687553cb6d2ec70828.mid,data/raw/lakh/selected_midi/Jazz/TRHYGVQ12903D046A9__e577c7a03c762f687553cb6d2ec70828.mid,lmd_matched/H/Y/G/TRHYGVQ12903D046A9/e577c7a03c762f687553cb6d2ec70828.mid
306,TRIXAED12903CF1FA7,Jazz,TRIXAED12903CF1FA7__814c02d03a17215770f8c6facd8f6a95.mid,data/raw/lakh/selected_midi/Jazz/TRIXAED12903CF1FA7__814c02d03a17215770f8c6facd8f6a95.mid,lmd_matched/I/X/A/TRIXAED12903CF1FA7/814c02d03a17215770f8c6facd8f6a95.mid
307,TRJFDMQ128F93069DD,Jazz,TRJFDMQ128F93069DD__10d5932a615f6a003c549fc2c4d9ad57.mid,data/raw/lakh/selected_midi/Jazz/TRJFDMQ128F93069DD__10d5932a615f6a003c549fc2c4d9ad57.mid,lmd_matched/J/F/D/TRJFDMQ128F93069DD/10d5932a615f6a003c549fc2c4d9ad57.mid
308,TRKFGAM128F4296B03,Jazz,TRKFGAM128F4296B03__205eebb5a84c6ef91e61c9760e7dbd14.mid,data/raw/lakh/selected_midi/Jazz/TRKFGAM128F4296B03__205eebb5a84c6ef91e61c9760e7dbd14.mid,lmd_matched/K/F/G/TRKFGAM128F4296B03/205eebb5a84c6ef91e61c9760e7dbd14.mid
309,TRLEHCG128E0781609,Jazz,TRLEHCG128E0781609__32ffc81c66719b7139313c61aebfaf6d.mid,data/raw/lakh/selected_midi/Jazz/TRLEHCG128E0781609__32ffc81c66719b7139313c61aebfaf6d.mid,lmd_matched/L/E/H/TRLEHCG128E0781609/32ffc81c66719b7139313c61aebfaf6d.mid
310,TRLGPTD12903CAB043,Jazz,TRLGPTD12903CAB043__007fa628546b80ef76953947174f3a53.mid,data/raw/lakh/selected_midi/Jazz/TRLGPTD12903CAB043__007fa628546b80ef76953947174f3a53.mid,lmd_matched/L/G/P/TRLGPTD12903CAB043/007fa628546b80ef76953947174f3a53.mid
311,TRLITTO128F9303867,Jazz,TRLITTO128F9303867__771f250da4528a3d28fa8991c6f6ccf7.mid,data/raw/lakh/selected_midi/Jazz/TRLITTO128F9303867__771f250da4528a3d28fa8991c6f6ccf7.mid,lmd_matched/L/I/T/TRLITTO128F9303867/771f250da4528a3d28fa8991c6f6ccf7.mid
312,TRLJCSC12903C991F0,Jazz,TRLJCSC12903C991F0__cd343d770bccd53e7515835861b9e973.mid,data/raw/lakh/selected_midi/Jazz/TRLJCSC12903C991F0__cd343d770bccd53e7515835861b9e973.mid,lmd_matched/L/J/C/TRLJCSC12903C991F0/cd343d770bccd53e7515835861b9e973.mid
313,TRLODQC128F42BA9CF,Jazz,TRLODQC128F42BA9CF__b4e550100111c48a5af189d383016f6f.mid,data/raw/lakh/selected_midi/Jazz/TRLODQC128F42BA9CF__b4e550100111c48a5af189d383016f6f.mid,lmd_matched/L/O/D/TRLODQC128F42BA9CF/b4e550100111c48a5af189d383016f6f.mid
314,TRLXSBJ128F42625D0,Jazz,TRLXSBJ128F42625D0__30f63b8bd9ddf50aef66089838d2b227.mid,data/raw/lakh/selected_midi/Jazz/TRLXSBJ128F42625D0__30f63b8bd9ddf50aef66089838d2b227.mid,lmd_matched/L/X/S/TRLXSBJ128F42625D0/30f63b8bd9ddf50aef66089838d2b227.mid
315,TRLXZJB12903CB86ED,Jazz,TRLXZJB12903CB86ED__310ed64ea5ae722458486385d72146ef.mid,data/raw/lakh/selected_midi/Jazz/TRLXZJB12903CB86ED__310ed64ea5ae722458486385d72146ef.mid,lmd_matched/L/X/Z/TRLXZJB12903CB86ED/310ed64ea5ae722458486385d72146ef.mid
316,TRMKRCO128F429DA71,Jazz,TRMKRCO128F429DA71__988d41b1d934d6875e9d05337d83dfa0.mid,data/raw/lakh/selected_midi/Jazz/TRMKRCO128F429DA71__988d41b1d934d6875e9d05337d83dfa0.mid,lmd_matched/M/K/R/TRMKRCO128F429DA71/988d41b1d934d6875e9d05337d83dfa0.mid
317,TRMWCQV128E078D17A,Jazz,TRMWCQV128E078D17A__0a8731cb0e7c60794ea283824e1784ce.mid,data/raw/lakh/selected_midi/Jazz/TRMWCQV128E078D17A__0a8731cb0e7c60794ea283824e1784ce.mid,lmd_matched/M/W/C/TRMWCQV128E078D17A/0a8731cb0e7c60794ea283824e1784ce.mid
318,TRNBFHD128F4259E4F,Jazz,TRNBFHD128F4259E4F__dc6a3013a34e54318e46ceea61b6368b.mid,data/raw/lakh/selected_midi/Jazz/TRNBFHD128F4259E4F__dc6a3013a34e54318e46ceea61b6368b.mid,lmd_matched/N/B/F/TRNBFHD128F4259E4F/dc6a3013a34e54318e46ceea61b6368b.mid
319,TRNBGZD128F427BDC8,Jazz,TRNBGZD128F427BDC8__67baee9a5f8a16b00828ce84527eabc2.mid,data/raw/lakh/selected_midi/Jazz/TRNBGZD128F427BDC8__67baee9a5f8a16b00828ce84527eabc2.mid,lmd_matched/N/B/G/TRNBGZD128F427BDC8/67baee9a5f8a16b00828ce84527eabc2.mid
320,TROOHYP128F4263C1E,Jazz,TROOHYP128F4263C1E__0e316cef033e943a50671befd76c3979.mid,data/raw/lakh/selected_midi/Jazz/TROOHYP128F4263C1E__0e316cef033e943a50671befd76c3979.mid,lmd_matched/O/O/H/TROOHYP128F4263C1E/0e316cef033e943a50671befd76c3979.mid
321,TROSQNP128F92C5073,Jazz,TROSQNP128F92C5073__c74fdd75421406cb723468a715ea59bc.mid,data/raw/lakh/selected_midi/Jazz/TROSQNP128F92C5073__c74fdd75421406cb723468a715ea59bc.mid,lmd_matched/O/S/Q/TROSQNP128F92C5073/c74fdd75421406cb723468a715ea59bc.mid
322,TROWULV128F4228909,Jazz,TROWULV128F4228909__a5d3dac0ebfb83da4e2faa04466c8936.mid,data/raw/lakh/selected_midi/Jazz/TROWULV128F4228909__a5d3dac0ebfb83da4e2faa04466c8936.mid,lmd_matched/O/W/U/TROWULV128F4228909/a5d3dac0ebfb83da4e2faa04466c8936.mid
323,TRPCWDS128F42885DD,Jazz,TRPCWDS128F42885DD__56b5f9be540abd40dd66769ae4d064bf.mid,data/raw/lakh/selected_midi/Jazz/TRPCWDS128F42885DD__56b5f9be540abd40dd66769ae4d064bf.mid,lmd_matched/P/C/W/TRPCWDS128F42885DD/56b5f9be540abd40dd66769ae4d064bf.mid
324,TRPMNAX128F149DAD7,Jazz,TRPMNAX128F149DAD7__ce4aa353d324dd11e845c343ba94e05d.mid,data/raw/lakh/selected_midi/Jazz/TRPMNAX128F149DAD7__ce4aa353d324dd11e845c343ba94e05d.mid,lmd_matched/P/M/N/TRPMNAX128F149DAD7/ce4aa353d324dd11e845c343ba94e05d.mid
325,TRPUELS128F426BF55,Jazz,TRPUELS128F426BF55__6a30422b446ccd19dd5c266d526d316d.mid,data/raw/lakh/selected_midi/Jazz/TRPUELS128F426BF55__6a30422b446ccd19dd5c266d526d316d.mid,lmd_matched/P/U/E/TRPUELS128F426BF55/6a30422b446ccd19dd5c266d526d316d.mid
326,TRQDINB128F42B149E,Jazz,TRQDINB128F42B149E__f0f0caf7ce7447704c18fbf0757dd5e4.mid,data/raw/lakh/selected_midi/Jazz/TRQDINB128F42B149E__f0f0caf7ce7447704c18fbf0757dd5e4.mid,lmd_matched/Q/D/I/TRQDINB128F42B149E/f0f0caf7ce7447704c18fbf0757dd5e4.mid
327,TRQPVCL128F92E9507,Jazz,TRQPVCL128F92E9507__950c75286e49cad75d8c6a5d74a5bdef.mid,data/raw/lakh/selected_midi/Jazz/TRQPVCL128F92E9507__950c75286e49cad75d8c6a5d74a5bdef.mid,lmd_matched/Q/P/V/TRQPVCL128F92E9507/950c75286e49cad75d8c6a5d74a5bdef.mid
328,TRQPVOF128F9333E02,Jazz,TRQPVOF128F9333E02__36fffd80f14f3b84ee454c784f8ae1a4.mid,data/raw/lakh/selected_midi/Jazz/TRQPVOF128F9333E02__36fffd80f14f3b84ee454c784f8ae1a4.mid,lmd_matched/Q/P/V/TRQPVOF128F9333E02/36fffd80f14f3b84ee454c784f8ae1a4.mid
329,TRQUFVD128F4236831,Jazz,TRQUFVD128F4236831__46aab5eb2329103f4b9592a62691b577.mid,data/raw/lakh/selected_midi/Jazz/TRQUFVD128F4236831__46aab5eb2329103f4b9592a62691b577.mid,lmd_matched/Q/U/F/TRQUFVD128F4236831/46aab5eb2329103f4b9592a62691b577.mid
330,TRQWLXF128F4267EDA,Jazz,TRQWLXF128F4267EDA__3257881a9a33229d58682781a7de2d35.mid,data/raw/lakh/selected_midi/Jazz/TRQWLXF128F4267EDA__3257881a9a33229d58682781a7de2d35.mid,lmd_matched/Q/W/L/TRQWLXF128F4267EDA/3257881a9a33229d58682781a7de2d35.mid
331,TRRFHTJ128F9341EC2,Jazz,TRRFHTJ128F9341EC2__9ca03af11385777130541a4a2567392a.mid,data/raw/lakh/selected_midi/Jazz/TRRFHTJ128F9341EC2__9ca03af11385777130541a4a2567392a.mid,lmd_matched/R/F/H/TRRFHTJ128F9341EC2/9ca03af11385777130541a4a2567392a.mid
332,TRRRGET128F426655D,Jazz,TRRRGET128F426655D__d1403e64378e07bae14211cbdc2e7260.mid,data/raw/lakh/selected_midi/Jazz/TRRRGET128F426655D__d1403e64378e07bae14211cbdc2e7260.mid,lmd_matched/R/R/G/TRRRGET128F426655D/d1403e64378e07bae14211cbdc2e7260.mid
333,TRRUUQJ128F1473ADF,Jazz,TRRUUQJ128F1473ADF__808ff9b54a7d8e780d76449838dad713.mid,data/raw/lakh/selected_midi/Jazz/TRRUUQJ128F1473ADF__808ff9b54a7d8e780d76449838dad713.mid,lmd_matched/R/U/U/TRRUUQJ128F1473ADF/808ff9b54a7d8e780d76449838dad713.mid
334,TRRYPPM128F9309A43,Jazz,TRRYPPM128F9309A43__89f6586ede0246b8e713032fb73f2f42.mid,data/raw/lakh/selected_midi/Jazz/TRRYPPM128F9309A43__89f6586ede0246b8e713032fb73f2f42.mid,lmd_matched/R/Y/P/TRRYPPM128F9309A43/89f6586ede0246b8e713032fb73f2f42.mid
335,TRSANPP128F92E31D7,Jazz,TRSANPP128F92E31D7__e797657c5a001bd196ed14d4d9ecaa0d.mid,data/raw/lakh/selected_midi/Jazz/TRSANPP128F92E31D7__e797657c5a001bd196ed14d4d9ecaa0d.mid,lmd_matched/S/A/N/TRSANPP128F92E31D7/e797657c5a001bd196ed14d4d9ecaa0d.mid
336,TRSJKQP128F426032B,Jazz,TRSJKQP128F426032B__3777d82d4bb691763b2ea46934c1ef16.mid,data/raw/lakh/selected_midi/Jazz/TRSJKQP128F426032B__3777d82d4bb691763b2ea46934c1ef16.mid,lmd_matched/S/J/K/TRSJKQP128F426032B/3777d82d4bb691763b2ea46934c1ef16.mid
